Code,Year,Number_yaws,polio_cases,cases_guinea_worm,Number_rabies,Number_malaria,Number_hiv,Number_tuberculosis,Number_smallpox,Number_cholera_cases
BHR,2001,,0,0,0.0035165518,0,10.354997,203.87628,,
BHR,2002,,0,0,0.0037150504,0,10.057216,208.14052,,
BHR,2003,,0,0,0.0040143463,0,9.969756,215.67548,,
BHR,2004,,0,0,0.0043739304,0,10.1595,225.23613,,
BHR,2005,,0,0,0.004727148,0,9.792827,234.35295,,
BHR,2006,,0,0,0.0049647135,0,10.473832,241.38885,,
BHR,2007,,0,0,0.0050188447,0,11.240419,247.09712,,
BHR,2008,,0,0,0.004979889,0,12.126398,253.76414,,
BHR,2009,,0,0,0.0049271556,0,13.142864,260.55432,,
BHR,2010,,0,0,0.0049744896,0,15.478553,265.73566,,
BHR,2011,,0,0,0.0050527127,0,14.891361,266.15173,,
BHR,2012,,0,0,0.0051202443,0,15.421727,264.768,,
BHR,2013,,0,0,0.0052067707,0,15.7223835,263.46265,,
BHR,2014,,0,0,0.0053196037,0,15.578448,261.80295,,
BHR,2015,,0,0,0.005462797,0,15.38592,259.16415,,8
BHR,2016,,0,0,0.0056065065,0,15.019904,254.4455,,
BHR,2017,,0,0,0.0056835916,0,15.094636,250.88515,,
BHR,2018,,0,0,0.005743729,0,15.699668,247.73611,,
BHR,2019,,0,0,0.0057985913,0,15.666963,243.05339,,
BHR,2020,,0,0,,,,,,
BHS,1980,,0,0,,,,,,
BHS,1981,,0,0,,,,,,
BHS,1982,,0,0,,,,,,
BHS,1983,,0,0,,,,,,
BHS,1984,,0,0,,,,,,
BHS,1985,,0,0,,,,,,
BHS,1986,,0,0,,,,,,
BHS,1987,,0,0,,,,,,
BHS,1988,,0,0,,,,,,
BHS,1989,,0,0,,,,,,
BHS,1990,,0,0,0.001654023,0,308.14337,56.097637,,
BHS,1991,,0,0,0.0015883755,0,467.7068,54.643467,,
BHS,1992,,0,0,0.0015263952,0,324.62207,53.24946,,
BHS,1993,,0,0,0.0014713488,0,272.32852,51.953808,,
BHS,1994,,0,0,0.001429142,0,295.05612,50.89464,,
BHS,1995,,0,0,0.0014017725,0,270.09152,50.25417,,
BHS,1996,,0,0,0.0013550586,0,238.8777,49.75081,,
BHS,1997,,0,0,0.0012737131,0,216.324,49.11809,,
BHS,1998,,0,0,0.0011819494,0,199.9364,48.510662,,
BHS,1999,,0,0,0.0011081352,0,145.45026,48.059155,,
BHS,2000,,0,0,0.0010848407,0,228.34792,47.904854,,
BHS,2001,,0,0,0.0011016225,0,212.40683,47.99915,,
BHS,2002,,0,0,0.001127299,0,201.63835,48.201855,,
BHS,2003,,0,0,0.0011672707,0,197.87932,48.484547,,
BHS,2004,,0,0,0.0012241902,0,223.2354,48.78568,,
BHS,2005,,0,0,0.001304425,0,225.8238,49.05166,,
BHS,2006,,0,0,0.0014347257,0,211.41199,49.121674,,
BHS,2007,,0,0,0.0016173846,0,214.28442,48.981216,,
BHS,2008,,0,0,0.0018225064,0,210.68214,48.740536,,
BHS,2010,,0,0,0.0021752398,0,216.6256,48.440296,,
BIH,1991,,0,0,1.3063489,0,5.974386,1252.3068,,
BIH,1992,,0,0,1.3380651,0,5.6403766,1240.075,,
BIH,1993,,0,0,1.3727772,0,5.188512,1219.8723,,
BIH,1994,,0,0,1.4178592,0,4.7262645,1193.0165,,
BIH,1995,,0,0,1.4449264,0,4.3690767,1159.1788,,
BIH,1996,,0,0,1.461226,0,4.214765,1136.0934,,
BIH,1997,,0,0,1.4364233,0,4.081757,1110.2296,,
BIH,1998,,0,0,1.3927256,0,3.7647285,1063.1956,,
BIH,1999,,0,0,1.3546659,0,3.6532266,1003.3889,,
BIH,2000,,0,0,1.329481,0,3.6777463,957.51874,,
BIH,2001,,0,0,1.3076755,0,4.212538,932.91364,,
BIH,2002,,0,0,1.2444015,0,5.0100594,916.9189,,
BIH,2003,,0,0,1.1462514,0,5.862404,904.2905,,
BIH,2004,,0,0,1.034148,0,6.183282,885.7057,,
BIH,2005,,0,0,0.9279425,0,6.166904,861.9461,,
BIH,2006,,0,0,0.8108592,0,6.376327,840.70605,,
BIH,2007,,0,0,0.67169094,0,6.615458,817.469,,
BIH,2008,,0,0,0.5355701,0,7.064184,789.77435,,
BIH,2009,,0,0,0.42568716,0,7.821633,763.24835,,
BIH,2010,,0,0,0.3643023,0,8.858048,739.5987,,
BIH,2011,,0,0,0.33272323,0,10.467231,717.1861,,
BIH,2012,,0,0,0.3039587,0,11.87916,694.5585,,
BIH,2013,,0,0,0.27761996,0,12.727072,672.2673,,
BIH,2014,,0,0,0.256047,0,11.484884,652.8208,,
BIH,2015,,0,0,0.24424027,0,10.827798,638.3604,,
BIH,2016,,0,0,0.23598012,0,10.452078,628.2817,,
BIH,2017,,0,0,0.22924855,0,10.225491,620.4975,,
BIH,2018,,0,0,0.22252913,0,9.9443655,601.0395,,
BIH,2019,,0,0,0.21970178,0,9.857321,565.5167,,
BIH,2020,,0,0,,,,,,
BLR,1991,,0,0,17.341595,0,231.02837,5559.856,,
BLR,1992,,7,0,18.169592,0,209.84709,5614.819,,
BLR,1993,,7,0,18.837755,0,212.99562,5657.9,,
BLR,1994,,14,0,19.221846,0,215.19698,5685.8037,,3
BLR,1995,,0,0,19.401659,0,230.5945,5696.899,,3
BLR,1996,,0,0,19.429785,0,261.8729,5703.508,,
BLR,1997,,0,0,19.212147,0,304.66144,5707.8975,,
BLR,1998,,0,0,18.898495,0,368.11362,5707.5923,,
BLR,1999,,0,0,18.532574,0,438.31775,5697.0205,,
BLR,2000,,0,0,18.326517,0,518.41815,5672.1216,,
BLR,2001,,0,0,18.36031,0,587.90625,5622.7124,,
BLR,2002,,0,0,18.5995,0,649.3107,5543.7534,,
BLR,2003,,0,0,19.029427,0,692.7518,5455.638,,
BLR,2004,,0,0,19.691963,0,721.7441,5371.1455,,
BLR,2005,,0,0,20.26118,0,714.4496,5295.096,,
BLR,2006,,0,0,20.782568,0,674.9848,5228.134,,
BLR,2007,,0,0,21.095892,0,659.5507,5152.5186,,
BLR,2008,,0,0,21.375154,0,665.6059,5060.0093,,
BLR,2009,,0,0,21.462952,0,715.26886,4933.2944,,
BLR,2010,,0,0,21.366903,0,810.5629,4759.3535,,
BLR,2011,,0,0,20.822056,0,920.36633,4477.5825,,
BLR,2012,,0,0,19.854893,0,1068.4408,4088.549,,
BLR,2013,,0,0,18.810736,0,1255.2542,3679.971,,
BLR,2014,,0,0,17.951342,0,1439.0386,3326.3794,,
BLR,2015,,0,0,17.473274,0,1645.9948,3108.5933,,
BLR,2016,,0,0,17.452972,0,1880.5791,3011.7744,,
BLR,2017,,0,0,17.40918,0,1921.08,2925.9548,,
BLR,2018,,0,0,17.444801,0,2025.0381,2812.5198,,
BLR,2019,,0,0,17.357056,0,1987.6143,2676.3665,,
BLR,2020,,0,0,,,,,,
BLZ,1980,,21,0,,,,,,
BLZ,1981,,0,0,,,,,,
BLZ,1982,,0,0,,,,,,
BLZ,1983,,0,0,,,,,,
BLZ,1984,,0,0,,,,,,
BLZ,1985,,0,0,,,,,,
BLZ,1986,,0,0,,,,,,
BLZ,1987,,0,0,,,,,,
BLZ,1988,,0,0,,,,,,
BLZ,1989,,0,0,,,,,,
BLZ,1990,,0,0,0.019758154,6051.6616,57.639984,67.990364,,
BLZ,1991,,0,0,0.014403569,5701.5366,62.234108,69.224335,,
BLZ,1992,,0,0,0.009641094,5358.997,67.29755,70.3936,,159
BLZ,1993,,0,0,0.0057951747,5033.0776,72.591805,71.561035,,135
BLZ,1994,,0,0,0.00322754,4733.31,78.01147,72.79789,,6
BLZ,1995,,0,0,0.002314402,4470.6104,85.76809,74.190186,,19
BLZ,1996,,0,0,0.002816468,4185.059,96.48037,75.32419,,26
BLZ,1997,,0,0,0.0040523624,3849.7412,107.0988,75.876656,,2
BLZ,1998,,0,0,0.005734186,3527.7542,125.97586,76.09775,,28
BLZ,1999,,0,0,0.007561648,3285.4001,142.95506,76.30561,,12
BLZ,2000,,0,0,0.009210507,3193.3647,160.13626,76.887886,,
BLZ,2001,,0,0,0.010753179,3193.1475,181.04243,77.20671,,
BLZ,2002,,0,0,0.01242991,3171.2844,186.70741,76.67931,,
BLZ,2003,,0,0,0.014141539,3119.9316,167.85284,75.88374,,
BLZ,2004,,0,0,0.015779575,3030.218,140.1338,75.494354,,
BLZ,2005,,0,0,0.017231986,2892.8699,114.59919,76.323425,,
BLZ,2006,,0,0,0.018660365,2545.5435,107.48909,78.4042,,
BLZ,2007,,0,0,0.020239053,1930.5876,102.34638,80.97801,,
BLZ,2008,,0,0,0.021837493,1213.5574,103.760864,83.75067,,
BLZ,2010,,0,0,0.024347978,266.39453,134.66939,88.42858,,
BOL,1980,,336,0,,,,,,
BOL,1981,,63,0,,,,,,
BOL,1982,,70,0,,,,,,
BOL,1983,,49,0,,,,,,
BOL,1984,,0,0,,,,,,
BOL,1985,,0,0,,,,,,
BOL,1986,,28,0,,,,,,
BOL,1987,,49,0,,,,,,
BOL,1988,,7,0,,,,,,
BOL,1989,,14,0,,,,,,
BOL,1990,,0,0,6.4129734,524628.5,767.968,13384.729,,
BOL,1991,,0,0,5.9606957,488725,762.9625,13392.261,,206
BOL,1992,,0,0,5.508675,451223.78,772.9805,13398.249,,22260
BOL,1993,,0,0,5.081058,412753.28,786.0211,13405.585,,10134
BOL,1994,,0,0,4.6754518,373978.34,792.9892,13411.01,,2710
BOL,1995,,0,0,4.2980895,335659.12,792.8319,13411.54,,2293
BOL,1996,,0,0,3.9221678,288883.6,783.7369,13390.389,,2847
BOL,1997,,0,0,3.528864,230612.72,765.46674,13337.812,,1632
BOL,1998,,0,0,3.140107,171280.81,737.4031,13261.228,,466
BOL,1999,,0,0,2.7861104,122467.49,710.93463,13168.22,,
BOL,2000,,0,0,2.500997,96823.89,692.8599,13068.384,,
BOL,2001,,0,0,2.253631,87350.73,685.63354,12933.063,,
BOL,2002,,0,0,2.0071945,78220.95,701.7398,12740.017,,
BOL,2003,,0,0,1.7792448,69663.7,744.40814,12520.051,,
BOL,2004,,0,0,1.5945752,61928.88,814.01843,12304.716,,
BOL,2005,,0,0,1.4804528,55275.227,909.09235,12129.27,,
BOL,2006,,0,0,1.4256363,49550.402,1035.0078,11998.645,,
BOL,2007,,0,0,1.3811723,44367.164,1169.4858,11884.305,,
BOL,2008,,0,0,1.3489034,39623.164,1312.0088,11779.463,,
BOL,2009,,0,0,1.3279519,35201.965,1434.5494,11673.098,,
BOL,2010,,0,0,1.3172007,30969.781,1542.8296,11554.039,,
BOL,2011,,0,0,1.3114159,26780.662,1589.3987,11425.822,,
BOL,2012,,0,0,1.3142883,22671.71,1583.6582,11291.325,,
BOL,2013,,0,0,1.3190622,18775.488,1627.7424,11138.6045,,
BOL,2014,,0,0,1.3209883,15232.869,1650.5504,10953.245,,
BOL,2015,,0,0,1.3144938,12194.988,1636.8777,10720.153,,
BOL,2016,,0,0,1.2821299,9713.518,1560.6143,10352.169,,
BOL,2017,,0,0,1.2490672,7709.8633,1572.9089,10036.032,,
BOL,2018,,0,0,1.2434165,6266.4175,1586.8198,9901.166,,
BOL,2019,,0,0,1.2495567,5407.9565,1597.6351,9847.986,,
BOL,2020,,0,0,,,,,,
BRA,1980,,9394,0,,,,,,
BRA,1981,,854,0,,,,,,
BRA,1982,,483,0,,,,,,
BRA,1983,,315,0,,,,,,
BRA,1984,,574,0,,,,,,
BRA,1985,,2303,0,,,,,,
BRA,1986,,4284,0,,,,,,
BRA,1987,,1379,0,,,,,,
BRA,1988,,749,0,,,,,,
BRA,1989,,175,0,,,,,,
BRA,1990,,0,0,83.63344,2036859.1,26948.254,63788.08,,
BRA,1991,,0,0,69.74914,2025053.6,24791.227,66109.195,,2103
BRA,1992,,0,0,56.735336,2002818.4,24989.883,68097.39,,30317
BRA,1993,,0,0,45.39826,1973263.4,26734.35,69807.12,,59212
BRA,1994,,0,0,36.56222,1939571.8,29024.24,71317.95,,49455
BRA,1995,,0,0,31.059652,1904921.1,31690.27,72731.24,,15915
BRA,1996,,0,0,27.892899,1855068,36261.746,72761.75,,5522
BRA,1997,,0,0,25.383741,1783854.8,41368.48,70750.04,,2881
BRA,1998,,0,0,23.345978,1706992.2,46679.664,67787.5,,2571
BRA,1999,,0,0,21.580233,1641416.1,52335.84,65099.94,,4495
BRA,2000,,0,0,19.875423,1605159.5,50734.56,64063.59,,715
BRA,2001,,0,0,17.978935,1576930,46624.977,64391.93,,7
BRA,2002,,0,0,15.875821,1530313.2,45399.36,64827.934,,
BRA,2003,,0,0,13.719372,1477403.6,45136.887,65351.02,,
BRA,2004,,0,0,11.675186,1431827.8,45298.367,65916.54,,21
BRA,2005,,0,0,9.921415,1408911.6,46295.887,66456,,5
BRA,2006,,0,0,8.255371,1340957.6,47101.875,66329.05,,
BRA,2007,,0,0,6.4833884,1181858.8,47582.098,65261.99,,
BRA,2008,,0,0,4.8169174,983513.3,49180.832,63774.504,,
BRA,2009,,0,0,3.4788373,801651.1,51691.766,62454.12,,
BRA,2010,,0,0,2.7039893,695640.75,54817.996,61961.773,,
BRA,2011,,0,0,2.305674,625064.8,57201.125,62070.21,,1
BRA,2012,,0,0,1.9509403,524171.47,59722.184,62119.92,,
BRA,2013,,0,0,1.6640034,418613.62,62648.29,62171.953,,
BRA,2014,,0,0,1.4713116,336343.6,65659.15,62278.97,,
BRA,2015,,0,0,1.4012498,307484.2,65520.316,62492.06,,
BRA,2016,,0,0,1.5137854,335778.38,65086.71,64088.47,,
BRA,2017,,0,0,1.6396914,363743.34,64734.395,65635.97,,
BRA,2018,,0,0,1.6205786,337189,64317.918,65528.69,,
BRA,2019,,0,0,1.5104233,259752.39,64763.234,64641.355,,
BRA,2020,,0,0,,,,,,
BRB,1980,,0,0,,,,,,
BRB,1981,,0,0,,,,,,
BRB,1982,,0,0,,,,,,
BRB,1983,,0,0,,,,,,
BRB,1984,,0,0,,,,,,
BRB,1985,,0,0,,,,,,
BRB,1986,,0,0,,,,,,
BRB,1987,,0,0,,,,,,
BRB,1988,,0,0,,,,,,
BRB,1989,,0,0,,,,,,
BRB,1990,,0,0,0.006886444,0,87.559006,31.56529,,
BRB,1991,,0,0,0.0064080977,0,89.20039,30.769571,,
BRB,1992,,0,0,0.005912091,0,88.65066,29.953423,,
BRB,1993,,0,0,0.005465034,0,86.76474,29.127693,,
BRB,1994,,0,0,0.005141724,0,83.48273,28.31678,,
BRB,1995,,0,0,0.00502119,0,80.90013,27.549547,,
BRB,1996,,0,0,0.0049421377,0,79.4604,26.742962,,
BRB,1997,,0,0,0.0047510755,0,78.08847,25.870117,,
BRB,1998,,0,0,0.0045356406,0,76.38534,25.040598,,
BRB,1999,,0,0,0.004381211,0,75.01343,24.362495,,
BRB,2000,,0,0,0.004370021,0,73.455345,23.93168,,
BRB,2001,,0,0,0.004485768,0,70.618996,23.682882,,
BRB,2002,,0,0,0.004645394,0,69.68538,23.48129,,
BRB,2003,,0,0,0.004838463,0,82.07176,23.333107,,
BRB,2004,,0,0,0.0050608492,0,85.58993,23.260622,,
BRB,2005,,0,0,0.005320478,0,74.72339,23.29512,,
BRB,2006,,0,0,0.0057264194,0,66.83081,23.43769,,
BRB,2007,,0,0,0.0063111424,0,62.27884,23.631414,,
BRB,2008,,0,0,0.0069631995,0,59.63304,23.84071,,
BRB,2010,,0,0,0.00796433,0,62.623695,24.165464,,
BRN,1980,,0,0,,,,,,
BRN,1981,,0,0,,,,,,
BRN,1982,,0,0,,,,,,6
BRN,1983,,0,0,,,,,,
BRN,1984,,0,0,,,,,,
BRN,1985,,0,0,,,,,,
BRN,1986,,0,0,,,,,,
BRN,1987,,0,0,,,,,,
BRN,1988,,0,0,,,,,,
BRN,1989,,0,0,,,,,,
BRN,1990,,0,0,0.058247562,0,4.843064,155.05913,,
BRN,1991,,0,0,0.071790025,0,5.538673,154.95436,,
BRN,1992,,0,0,0.08241813,0,6.3724866,155.12416,,
BRN,1993,,0,0,0.09096214,0,7.1490293,155.61667,,
BRN,1994,,0,0,0.09763266,0,7.6222715,156.62827,,
BRN,1995,,0,0,0.10267739,0,7.9001513,158.3501,,
BRN,1996,,0,0,0.09953447,0,8.249547,160.86453,,
BRN,1997,,0,0,0.08332432,0,8.624324,164.09726,,
BRN,1998,,0,0,0.061161462,0,9.194968,167.6241,,
BRN,1999,,0,0,0.03964211,0,9.484067,171.07318,,93
BRN,2000,,0,0,0.026372349,0,20.853146,174.03363,,
BRN,2001,,0,0,0.020040734,0,20.40916,174.2057,,
BRN,2002,,0,0,0.0137921255,0,20.545778,171.07115,,
BRN,2003,,0,0,0.00827144,0,20.121607,166.4339,,
BRN,2004,,0,0,0.004214977,0,19.838978,162.65259,,
BRN,2005,,0,0,0.0024107392,0,19.751926,162.21387,,
BRN,2006,,0,0,0.0019680418,0,20.494265,164.57666,,
BRN,2007,,0,0,0.0015723995,0,21.314978,167.53415,,
BRN,2008,,0,0,0.001246573,0,22.544987,170.94446,,
BRN,2009,,0,0,0.0010263145,0,25.036013,174.68932,,
BRN,2010,,0,0,0.0009541847,0,27.344934,178.69302,,
BRN,2011,,0,0,0.0011557526,0,29.932495,182.34947,,3
BRN,2012,,0,0,0.0016415564,0,32.198692,185.55241,,
BRN,2013,,0,0,0.002263421,0,34.185524,188.25368,,
BRN,2014,,0,0,0.0028737884,0,35.803978,190.76039,,
BRN,2015,,0,0,0.003276399,0,38.816433,193.43336,,
BRN,2016,,0,0,0.003524978,0,40.08801,194.514,,
BRN,2017,,0,0,0.0036938528,0,40.521816,194.92548,,
BRN,2018,,0,0,0.0037258477,0,40.769756,195.53416,,
BRN,2019,,0,0,0.0036237205,0,41.091755,195.2157,,
BRN,2020,,0,0,,,,,,
BTN,1980,,42,0,,,,,,
BTN,1981,,0,0,,,,,,
BTN,1982,,0,0,,,,,,
BTN,1984,,49,0,,,,,,
BTN,1985,,14,0,,,,,,
BTN,1986,,42,0,,,,,,
BTN,1987,,0,0,,,,,,
BTN,1988,,252,0,,,,,,
BTN,1989,,0,0,,,,,,
BTN,1990,,0,0,4.537616,283252.53,25.195093,1603.0831,,
BTN,1991,,0,0,4.2959814,219335.47,22.765972,1528.1729,,422
BTN,1992,,0,0,4.11237,166941.86,21.48005,1472.7197,,494
BTN,1993,,0,0,4.016159,126903.07,22.080523,1445.9978,,
BTN,1994,,0,0,3.9559896,96805.984,22.808584,1427.4858,,
BTN,1995,,0,0,3.9211993,77667.53,24.39267,1411.4991,,25
BTN,1997,,0,0,3.8229947,54090.793,28.747353,1353.5839,,
BTN,1998,,2,0,3.7350466,44492.22,31.05694,1310.3729,,19
BTN,1999,,0,0,3.625098,36708.375,33.457245,1263.3945,,
BTN,2000,,0,0,3.505536,31088.531,35.694695,1220.3273,,
BTN,2001,,0,0,3.3331864,26195.09,37.877575,1181.6959,,
BTN,2002,,0,0,3.0901964,20828.06,40.03678,1143.8561,,
BTN,2003,,0,0,2.825276,15594.679,42.43126,1105.996,,
BTN,2004,,0,0,2.5888693,11138.241,44.471638,1067.413,,
BTN,2005,,0,0,2.438347,8155.25,47.175518,1030.9254,,
BTN,2006,,0,0,2.3658931,6249.6885,50.298676,997.2474,,
BTN,2007,,0,0,2.3196046,4587.57,53.080044,966.01324,,
BTN,2008,,0,0,2.2912552,3206.644,56.797447,939.08,,
BTN,2009,,0,0,2.2674594,2152.5989,60.017067,916.2593,,
BTN,2010,,0,0,2.2370682,1496.3928,62.89119,898.9573,,
BTN,2011,,0,0,2.1793964,1087.2994,68.05614,884.2922,,
BTN,2012,,0,0,2.087356,728.98267,70.17269,866.5601,,
BTN,2013,,0,0,1.9807339,439.12784,72.133446,847.1412,,
BTN,2014,,0,0,1.8813996,232.19106,76.26368,828.35504,,
BTN,2015,,0,0,1.8080677,118.77861,77.64037,811.0164,,
BTN,2016,,0,0,1.7567648,63.117958,75.843124,794.7175,,
BTN,2017,,0,0,1.7150006,38.087547,75.7578,778.51245,,
BTN,2018,,0,0,1.6749796,47.06151,75.47474,755.5536,,
BTN,2019,,0,0,1.6316248,80.26916,74.84879,724.7581,,
BTN,2020,,0,0,,,,,,
BWA,1980,,7,0,,,,,,
BWA,1981,,7,0,,,,,,
BWA,1982,,28,0,,,,,,
BWA,1983,,14,0,,,,,,
BWA,1984,,35,0,,,,,,
BWA,1985,,21,0,,,,,,
BWA,1986,,14,0,,,,,,
BWA,1987,,7,0,,,,,,
